TypeNS,TypeName,Definition,ContentStyle,SimpleQualifiedType,ParentQualifiedType,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,QualifiedType
xs,token,A data type for tokenized strings.,S,ncic:OLSCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,biom:GeodeticDatumCoordinateSystemCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,biom:FingerprintPatternGeneralClassCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,usps:USStateCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,j:PassagePointMethodCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ncic:HAICodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:EventSequenceCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,nc:PassportCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,fips_5-2:USStateNumericCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ansi_d20:PassFailCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,em:AlertEventDetailsCertaintyCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:GamblingEquipmentCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,cyfs:FosterCareFundingSourceCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,em:AlertCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:OccupantEjectionCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,biom:ImageOcclusionOpacityCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,cbrncl:ValueDataClassCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:OffenseMOCrimeAndMotiveCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ncic:HULCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ncic:HSPCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:HousewaresCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:AlcoholTestStatusCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:HouseholdFurnishingsCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:OffenseNDExCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:OffenseSummaryCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,core_misc:UTMHemisphereCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:HitAndRunCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,core_misc:MilitaryDischargeCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,biom:ImageDistortionCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:OccupantSeatOtherLocationCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,apco:AlarmEventCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:OccupantSeatRowCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,cbrncl:ImageOrientationCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:MotoristPersonCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,cbrncl:ImagePerspectiveCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ncic:VCOCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,core_misc:ImagePoseCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:OccupantAirBagDeployedCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,biom:ImageTransformationCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:VehicleBodyCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:OccupantSeatCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:OccupantProtectionSystemUseCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:OccupantProtectionSystemHelmetUseCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,j:IdentificationCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:AlcoholInvolvementSuspicionCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ucr:InjuryCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,scr:ExchangeVisitorCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ucr:MultipleArresteeSegmentsCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:IntangibleItemCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:MusicalInstrumentCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ansi_d20:VehicleOdometerReadingUnitCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,cyfs:InformalDispositionCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,scr:NameTranslationRepresentationCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,em:NotificationFunctionCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:VehicleGrossAndCombinationWeightRatingCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,cbrncl:InspectionThreatFindingCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,cbrncl:InspectionResolutionCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:NIBRSReportCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ansi_d20:VehicleFuelCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,j:AlcoholTestResultQuantitySimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,dol:OccupationCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ucr:OffenseCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:AlcoholTestResultCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:OffenseCategoryNDExCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ncic:IDTCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ncic:IFSCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,cyfs:AdoptingParentRelationshipCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:AlcoholTestCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:InjuryLocationCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:AggravatedAssaultCircumstanceNDExCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,cbrncl:IDAcquisitionMethodCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,scr:AddressCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:InjuredTransportationSourceCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:InjuryCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,em:NotificationStatusCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ncic:OFFCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,scr:LocationElementCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ncic:MAKCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,cyfs:ActionRequestedCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,scr:WatchlistCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ucr:LocationCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,scr:LocationCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:WorkZoneLawEnforcementPresenceCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:WorkZoneWorkersPresenceIndicationCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,biom:ImageOcclusionCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:LocationSublocationCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,itcodes:LocationFunctionCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ansi_d20:AccidentSeverityCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:LocationGeneralCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,cyfs:AbuseNeglectSeverityCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,scr:LPRHitIndicatorCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:LocationCategoryNDExCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:LivestockCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ucr:MethodOfEntryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:ItemStatusCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,unece:VelocityCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:VictimMODisposalCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:ItemCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,cbrncl:MeasuredItemIDKindCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ncic:LITCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,scr:LPRImageSourceCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:WorkZoneCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,scr:LPRModeOfOperationCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,scr:LPRMexicanStateCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:WorkZoneCrashLocationCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,core_misc:OffenseLevelCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,scr:LPRMessageCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,scr:LPRCanadianProvinceCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,cyfs:JuvenileSpecialNeedCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,mmucc:VehicleTrafficControlDeviceCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:KnifeCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,scr:WarrantCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,commodity:MachineryCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,iso_639-3:LanguageCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:KeepsakeCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,unece:MassCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ncic:JWTCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,em:AlarmAudibleDescriptionCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,biom:ImageDistortionMeasurementCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,biom:ImageDistortionSeverityCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,apco:AlarmEventResponseActionCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,scr:OccupationCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,apco:AlarmEventLocationCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ncic:LSTACodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,scr:ManifestCategoryCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:JuvenileDispositionCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:VictimMOFoundClothedCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:MaritalStatusCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,cyfs:JuvenileFamilyFinancialProblemCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
xs,token,A data type for tokenized strings.,S,ndex:VictimMOGeneralLifestyleCodeSimpleType,,FALSE,FALSE,FALSE,,,"Possible values may not include line feed or tab characters, leading or trailing spaces, or internal sequences of two or more spaces.",xs:token
