PropertyNS,PropertyName,QualifiedType,Definition,SubstitutionGroupQualifiedProperty,IsElement,IsAbstract,Keywords,ExampleContent,UsageInfo,QualifiedProperty
it,RateOfExchangePercent,nc:PercentType,A rate at which one specified currency is expressed in another specified currency,,TRUE,FALSE,,,,it:RateOfExchangePercent
cbrn,ReachbackData,cbrn:ReachbackDataType,A set of information regarding Reachback.,,TRUE,FALSE,,,,cbrn:ReachbackData
cbrn,ReachbackDataAugmentationPoint,,An augmentation point for cbrn:ReachbackDataType.,,TRUE,TRUE,,,,cbrn:ReachbackDataAugmentationPoint
cbrn,ReachbackFindingsText,nc:TextType,A description of reachback findings.,,TRUE,FALSE,,,,cbrn:ReachbackFindingsText
cbrn,ReachbackReasonText,nc:TextType,A text description of the reason for a reachback request.,,TRUE,FALSE,,,,cbrn:ReachbackReasonText
cbrn,ReachbackRecommendationCode,cbrncl:ReachbackRecommendationCodeType,A description of a reachback recommendation.,,TRUE,FALSE,,,,cbrn:ReachbackRecommendationCode
cbrn,ReachbackRecommendationDateTime,niem-xs:dateTime,A DateTime that a reachback recommendation was made.,,TRUE,FALSE,,,,cbrn:ReachbackRecommendationDateTime
cbrn,ReachbackRequestCode,cbrncl:ReachbackRequestCodeType,A code for a category of reachback request.,,TRUE,FALSE,,,,cbrn:ReachbackRequestCode
nc,RealEstate,nc:RealEstateType,A piece of land and any permanent structures and natural resources on it.,,TRUE,FALSE,,,,nc:RealEstate
nc,RealEstateAcreageText,nc:TextType,An area of land measured in acres.,,TRUE,FALSE,,,,nc:RealEstateAcreageText
nc,RealEstateAttachedFacility,nc:FacilityType,A permanent structure attached or affixed to real estate.,,TRUE,FALSE,Improvement,,,nc:RealEstateAttachedFacility
nc,RealEstateAugmentationPoint,,An augmentation point for RealEstateType.,,TRUE,TRUE,,,,nc:RealEstateAugmentationPoint
nc,RealEstateBoundaryDescriptionText,nc:TextType,A description of the boundary or real property limits of a piece of real estate.,,TRUE,FALSE,,,,nc:RealEstateBoundaryDescriptionText
cbrn,RealTimeDuration,niem-xs:duration,A total clock time (in ISO 8601 format) expended by an instrument in collecting a measurement; the duration shall be greater than zero.,,TRUE,FALSE,,,,cbrn:RealTimeDuration
cyfs,ReasonableEffortsDescriptionText,nc:TextType,A description of the steps and activities that the agency took to achieve permanency goal.,,TRUE,FALSE,,,,cyfs:ReasonableEffortsDescriptionText
cyfs,ReasonableEffortsIndicator,niem-xs:boolean,True if the court has found that reasonable efforts were made to reunify the child with their family; false otherwise.,,TRUE,FALSE,,,,cyfs:ReasonableEffortsIndicator
scr,ReasonExcludedAdmissionCodeText,niem-xs:token,A Historical information on the subject relevant to why their admission into the US should be excluded.,,TRUE,FALSE,,,,scr:ReasonExcludedAdmissionCodeText
cyfs,ReasonForInitialRemovalText,nc:TextType,A primary reason that the child was removed from the home.,,TRUE,FALSE,,,,cyfs:ReasonForInitialRemovalText
j,ReasonForSeparationText,nc:TextType,A description of the reason a person is to be kept separated from someone else.,,TRUE,FALSE,,,,j:ReasonForSeparationText
m,ReasonInterimISSCIssued,,A data concept for a reason why an interim International Ship Security Certificate (ISSC) was issued.,,TRUE,TRUE,,,,m:ReasonInterimISSCIssued
m,ReasonInterimISSCIssuedText,nc:TextType,A reason why an interim International Ship Security Certificate (ISSC) was issued.,m:ReasonInterimISSCIssued,TRUE,FALSE,,,,m:ReasonInterimISSCIssuedText
cyfs,ReceivedByTrackingID,niem-xs:string,An identifier of a person receiving a record.,,TRUE,FALSE,,,,cyfs:ReceivedByTrackingID
j,ReceiverEmailID,niem-xs:string,An email address the message was sent to.,,TRUE,FALSE,,,,j:ReceiverEmailID
j,ReceiverInstantMessengerID,niem-xs:string,An other contact address the communication was sent to.,,TRUE,FALSE,,,,j:ReceiverInstantMessengerID
j,ReceiverNetworkAddressID,niem-xs:string,A network address the communication was sent to.,,TRUE,FALSE,,,,j:ReceiverNetworkAddressID
j,ReceiverOrganization,nc:OrganizationType,An organization who the communication was sent to.,,TRUE,FALSE,,,,j:ReceiverOrganization
j,ReceiverPerson,nc:PersonType,A person who the communication was sent to.,,TRUE,FALSE,,,,j:ReceiverPerson
j,ReceiverTelephoneNumber,nc:TelephoneNumberType,A telephone number used to receive call.,,TRUE,FALSE,,,,j:ReceiverTelephoneNumber
cyfs,RecentLifeChangesDescriptionText,nc:TextType,"A description of recent major life changes, generally in the prior year.",,TRUE,FALSE,,,,cyfs:RecentLifeChangesDescriptionText
j,RecipientLocation,nc:LocationType,An address the piece of mail was sent to.,,TRUE,FALSE,,,,j:RecipientLocation
j,RecipientOrganization,nc:OrganizationType,An organization the mail was sent to.,,TRUE,FALSE,,,,j:RecipientOrganization
j,RecipientPerson,nc:PersonType,A person the mail was sent to.,,TRUE,FALSE,,,,j:RecipientPerson
m,RecognizedISSCSecurityEntity,nc:EntityType,A Recognized Security Organization/Flag Administration for an International Ship Security Certificate (ISSC).,,TRUE,FALSE,,,,m:RecognizedISSCSecurityEntity
j,Recommendation,nc:CommentType,A recommendation that results from an analysis.,,TRUE,FALSE,,,,j:Recommendation
scr,RecordingMethodText,nc:TextType,A manner in which the interview was recorded.,,TRUE,FALSE,,Stenographer,,scr:RecordingMethodText
m,RecordLocatorIdentification,nc:IdentificationType,An identification of a passenger name record (PNR).,,TRUE,FALSE,,,,m:RecordLocatorIdentification
nc,Referral,nc:ReferralType,"A recommendation of a person to an activity, program, or product.",,TRUE,FALSE,,,,nc:Referral
nc,ReferralActivity,nc:ActivityType,An activity or program to which a person is directed to attend or perform.,,TRUE,FALSE,,,,nc:ReferralActivity
j,ReferralAugmentation,j:ReferralAugmentationType,Additional information about a referral.,nc:ReferralAugmentationPoint,TRUE,FALSE,,,,j:ReferralAugmentation
nc,ReferralAugmentationPoint,,An augmentation point for ReferralType.,,TRUE,TRUE,,,,nc:ReferralAugmentationPoint
j,ReferralCourtOrder,j:CourtOrderType,A court order that issues a referral for a person.,,TRUE,FALSE,,,,j:ReferralCourtOrder
nc,ReferralEntity,nc:EntityType,An entity to which a person has been referred.,,TRUE,FALSE,,,,nc:ReferralEntity
nc,ReferralIssuer,nc:EntityType,"An entity which recommends a person to an activity, program, or product.",,TRUE,FALSE,,,,nc:ReferralIssuer
nc,ReferralItem,nc:ItemType,A property item to which a person has been directed.,,TRUE,FALSE,,,,nc:ReferralItem
nc,ReferralMandatoryIndicator,niem-xs:boolean,True if a referral is required; false if a referral is optional.,,TRUE,FALSE,,,,nc:ReferralMandatoryIndicator
nc,ReferralPerson,nc:PersonType,A person who is being directed to a relevant service or product.,,TRUE,FALSE,,,,nc:ReferralPerson
cyfs,ReferralReasonText,nc:TextType,A reason a client was referred to a program.,,TRUE,FALSE,,,,cyfs:ReferralReasonText
nc,ReferralSupervisor,nc:EntityType,An entity which is responsible for ensuring that a person follows a referral.,,TRUE,FALSE,,,,nc:ReferralSupervisor
j,RegisterAction,j:RegisterActionType,A history of action for a case.,,TRUE,FALSE,,,,j:RegisterAction
j,RegisterActionAugmentationPoint,,An augmentation point for RegisterActionType.,,TRUE,TRUE,,,,j:RegisterActionAugmentationPoint
j,RegisterActionDate,nc:DateType,A date an action took place in a register of actions.,,TRUE,FALSE,,,,j:RegisterActionDate
j,RegisterActionDescriptionText,nc:TextType,A description of something that happened in a case in a register of actions entry.,,TRUE,FALSE,,,,j:RegisterActionDescriptionText
j,RegisterActionJudge,j:CaseOfficialType,An associated judge in a register of actions.,,TRUE,FALSE,,,,j:RegisterActionJudge
j,RegisterActionTitleText,nc:TextType,A title or kind of register of actions entry.,,TRUE,FALSE,,,,j:RegisterActionTitleText
j,RegisteredOffender,j:RegisteredOffenderType,A person that is required to register their residential information with a local law enforcement agency due to having been convicted of a certain kind of crime.,,TRUE,FALSE,,,,j:RegisteredOffender
j,RegisteredOffenderAbsconderIndicator,niem-xs:boolean,True if the offender has failed to register or is noncompliant to registration requirements; false otherwise.,,TRUE,FALSE,,,,j:RegisteredOffenderAbsconderIndicator
j,RegisteredOffenderAugmentationPoint,,An augmentation point for RegisteredOffenderType.,,TRUE,TRUE,,,,j:RegisteredOffenderAugmentationPoint
j,RegisteredOffenderCategory,,A data concept for a kind of offender registration.,,TRUE,TRUE,,,,j:RegisteredOffenderCategory
j,RegisteredOffenderCategoryCode,ndex:RegisteredOffenderCategoryCodeType,A kind of offender registration.,j:RegisteredOffenderCategory,TRUE,FALSE,,,,j:RegisteredOffenderCategoryCode
j,RegisteredOffenderCategoryText,nc:TextType,A kind of offense for which a person must register as being an offender.,,TRUE,FALSE,,,,j:RegisteredOffenderCategoryText
j,RegisteredOffenderConditionsText,nc:TextType,A description of the stipulations set forth in applying offender registration requirements for the offender.,,TRUE,FALSE,,,,j:RegisteredOffenderConditionsText
j,RegisteredOffenderConviction,j:ConvictionType,A conviction that led to a person's status as a registered offender.,,TRUE,FALSE,,,,j:RegisteredOffenderConviction
j,RegisteredOffenderCourtOrder,j:CourtOrderType,A court order mandating a person register as an offender.,,TRUE,FALSE,,,,j:RegisteredOffenderCourtOrder
j,RegisteredOffenderDescriptionText,nc:TextType,A description of a registered offense for which a person must register.,,TRUE,FALSE,,,,j:RegisteredOffenderDescriptionText
j,RegisteredOffenderEndDate,nc:DateType,A date a person no longer must register as an offender.,,TRUE,FALSE,,,,j:RegisteredOffenderEndDate
j,RegisteredOffenderEntryDate,nc:DateType,A date a person initially registered as an offender.,,TRUE,FALSE,,,,j:RegisteredOffenderEntryDate
j,RegisteredOffenderIdentification,nc:IdentificationType,An identification identifying a person as a certain kind of registered offender.,,TRUE,FALSE,,,,j:RegisteredOffenderIdentification
j,RegisteredOffenderNonExpiringRegistrationIndicator,niem-xs:boolean,True if a person's requirement to register as an offender is non-expiring; false if it is not.,,TRUE,FALSE,,,,j:RegisteredOffenderNonExpiringRegistrationIndicator
j,RegisteredOffenderOffenseOfRegistrationAssociation,j:RegisteredOffenderOffenseOfRegistrationAssociationType,A relationship between a registered offender and an offense for which the offender must register.,,TRUE,FALSE,,,,j:RegisteredOffenderOffenseOfRegistrationAssociation
j,RegisteredOffenderOffenseOfRegistrationAssociationAugmentationPoint,,An augmentation point for RegisteredOffenderOffenseOfRegistrationAssociationType.,,TRUE,TRUE,,,,j:RegisteredOffenderOffenseOfRegistrationAssociationAugmentationPoint
j,RegisteredOffenderPredatorIndicator,niem-xs:boolean,True if the Registered Offender is considered a Sexual Predator; false otherwise.,,TRUE,FALSE,,,,j:RegisteredOffenderPredatorIndicator
j,RegisteredOffenderRegistrationRequiredIndicator,niem-xs:boolean,True if a person must register as an offender upon release; false otherwise.,,TRUE,FALSE,,,,j:RegisteredOffenderRegistrationRequiredIndicator
j,RegisteredOffenderReportingCriteriaText,nc:TextType,A requirement placed on a registered offender to report to a supervising agency.,,TRUE,FALSE,,,,j:RegisteredOffenderReportingCriteriaText
j,RegisteredOffenderReportingProfessionName,nc:TextType,A name of the profession a registered offender must report.,,TRUE,FALSE,,,,j:RegisteredOffenderReportingProfessionName
j,RegisteredOffenderStartDate,nc:DateType,A date a person must being registering as an offender.,,TRUE,FALSE,,,,j:RegisteredOffenderStartDate
j,RegisteredOffenderStatusIndicator,niem-xs:boolean,True if the registered offender status of a Subject is current; false otherwise.,,TRUE,FALSE,,,,j:RegisteredOffenderStatusIndicator
j,RegisteredSexOffender,j:RegisteredOffenderType,A person who is required to register as a sexual offender.,,TRUE,FALSE,,,,j:RegisteredSexOffender
j,RegisteredSexualOffenderAbsconderIndicator,niem-xs:boolean,True if a person is presently in violation of their requirement to register; false otherwise.,,TRUE,FALSE,,,,j:RegisteredSexualOffenderAbsconderIndicator
j,RegisteredSexualOffenderIndicator,niem-xs:boolean,True if a person is a registered sexual offender; false otherwise.,,TRUE,FALSE,,,,j:RegisteredSexualOffenderIndicator
j,RegisterOfActions,j:RegisterOfActionsType,A history of actions for a case.,,TRUE,FALSE,"case docket sheet, ROA",,"May include things such as information about filings, hearings, manually entered notes, and any historical changes in the case.",j:RegisterOfActions
j,RegisterOfActionsAugmentationPoint,,An augmentation point for RegisterOfActionsType.,,TRUE,TRUE,,,,j:RegisterOfActionsAugmentationPoint
j,RegistrationAuthorityName,nc:TextType,"A name of an authority, person, or organization which issued a property registration.",,TRUE,FALSE,,,,j:RegistrationAuthorityName
j,RegistrationDuplicateQuantity,niem-xs:nonNegativeInteger,A number of times proof of property registration was issued with no change in information by the issuing authority.,,TRUE,FALSE,,,,j:RegistrationDuplicateQuantity
j,RegistrationEffectiveDate,nc:DateType,A date the current registration takes effect.,,TRUE,FALSE,,,,j:RegistrationEffectiveDate
j,RegistrationExpirationDate,nc:DateType,A date the current registration is no longer in effect.,,TRUE,FALSE,,,,j:RegistrationExpirationDate
j,RegistrationFee,nc:ObligationType,An amount of money required to register a property item.,,TRUE,FALSE,,,,j:RegistrationFee
j,RegistrationHolder,nc:EntityType,An entity to whom a registration is issued.,,TRUE,FALSE,,,,j:RegistrationHolder
j,RegistrationIdentification,nc:IdentificationType,An identification of a registration certificate or document.,,TRUE,FALSE,,,,j:RegistrationIdentification
j,RegistrationItem,nc:ItemType,A property item that is registered.,,TRUE,FALSE,,,,j:RegistrationItem
j,RegistrationOutsideJurisdictionIndicator,niem-xs:boolean,True if a property item is found to be registered outside of the immediate jurisdiction of an agency when processed; false otherwise.,,TRUE,FALSE,,,,j:RegistrationOutsideJurisdictionIndicator
j,RegistrationStatus,nc:StatusType,A status of a registration.,,TRUE,FALSE,,,,j:RegistrationStatus
j,RehabilitationProgram,nc:ProgramType,A program designed to improve a person physically.,,TRUE,FALSE,,,"This may include drug rehabilitation, physical rehabilitation, or occupational rehabilitation.",j:RehabilitationProgram
im,ReimbursementPaidIndicator,niem-xs:boolean,True if the alien student has reimbursed the school for the costs of education; false otherwise.,,TRUE,FALSE,,,,im:ReimbursementPaidIndicator
em,ReimplantationServiceCoverageStatusCode,have-codes:AvailabilityStatusCodeType,A status describing the availability of reimplantation surgical services.,,TRUE,FALSE,,,,em:ReimplantationServiceCoverageStatusCode
im,ReinstatementOfStudentStatusIndicator,niem-xs:boolean,True if the student would like to continue his career in the current institution; false otherwise,,TRUE,FALSE,,,,im:ReinstatementOfStudentStatusIndicator
nc,RelatedActivity,nc:ActivityType,An activity having some relationship or association to another activity.,,TRUE,FALSE,,,,nc:RelatedActivity
nc,RelatedActivityAssociation,nc:RelatedActivityAssociationType,An association between an activity and a related activity.,,TRUE,FALSE,,,,nc:RelatedActivityAssociation
nc,RelatedActivityAssociationAugmentationPoint,,An augmentation point for RelatedActivityAssociationType.,,TRUE,TRUE,,,,nc:RelatedActivityAssociationAugmentationPoint
cbrn,RelatedCase,cbrn:CaseRelationshipType,A case that is related to a case of interest.,,TRUE,FALSE,,,,cbrn:RelatedCase
cyfs,RelatedCase,cyfs:RelatedCaseType,A case which is related  in some way to another.,,TRUE,FALSE,,,,cyfs:RelatedCase
nc,RelatedCaseAssociation,nc:RelatedActivityAssociationType,An association between related cases.,,TRUE,FALSE,,,,nc:RelatedCaseAssociation
cyfs,RelatedCaseAugmentationPoint,,An augmentation point for RelatedCaseType.,,TRUE,TRUE,,,,cyfs:RelatedCaseAugmentationPoint
cbrn,RelatedCaseUUID,niem-xs:string,A unique identifier of a case that is related in some manner to a case of interest.,,TRUE,FALSE,,,,cbrn:RelatedCaseUUID
cbrn,RelationshipBeginDateTime,niem-xs:dateTime,A DateTime a relationship began.,,TRUE,FALSE,,,,cbrn:RelationshipBeginDateTime
cbrn,RelationshipEndDateTime,niem-xs:dateTime,A DateTime a relationship ended.,,TRUE,FALSE,,,,cbrn:RelationshipEndDateTime
cbrn,RelativeLocation,cbrn:RelativeLocationType,"A set of information describing the location of an object (i.e., radiation measurement instrument, radiation detector, or measured item) or a radiation source relative to a reference point (Origin).",cbrn:StateVectorLocationChoice,TRUE,FALSE,,,,cbrn:RelativeLocation
nc,RelativeLocation,nc:RelativeLocationType,A location identified by its proximity to another location.,,TRUE,FALSE,,,,nc:RelativeLocation
im,RelativeLocationAugmentation,im:RelativeLocationAugmentationType,Additional information about a relative location.,nc:RelativeLocationAugmentationPoint,TRUE,FALSE,,,,im:RelativeLocationAugmentation
cbrn,RelativeLocationAugmentationPoint,,An augmentation point for cbrn:RelativeLocationType.,,TRUE,TRUE,,,,cbrn:RelativeLocationAugmentationPoint
nc,RelativeLocationAugmentationPoint,,An augmentation point for RelativeLocationType.,,TRUE,TRUE,,,,nc:RelativeLocationAugmentationPoint
cbrn,RelativeLocationAzimuthValue,cbrn:Angle180Type,"A horizontal bearing angle with respect to True North from a reference point (Origin) to an object (i.e., instrument, detector, or item) or a nuclide.  Its value is the angle subtended by the projection onto the horizontal plane of a straight line from the reference point to the center of the object or nuclide, and a line extending in the forward direction from the reference point. The angle range is from ""-180.0"" to ""+180.0"" degrees. A value of zero implies the center of the object or nuclide's body is aligned directly in front of the reference point; positive values imply the object or nuclide is to the right of the reference point; negative values imply the object or nuclide is to the left of the reference point.",,TRUE,FALSE,,,,cbrn:RelativeLocationAzimuthValue
nc,RelativeLocationDescriptionText,nc:TextType,A description of how to reach a location from a certain starting point.,,TRUE,FALSE,,,,nc:RelativeLocationDescriptionText
nc,RelativeLocationDirection,,A data concept for a relative location or movement from a starting point.,,TRUE,TRUE,,,,nc:RelativeLocationDirection
nc,RelativeLocationDirectionCode,nc:DirectionCodeType,A relative compass direction of a location or movement from a starting point.,nc:RelativeLocationDirection,TRUE,FALSE,,,,nc:RelativeLocationDirectionCode
nc,RelativeLocationDirectionText,nc:TextType,A relative direction of a location or movement from a starting point.,nc:RelativeLocationDirection,TRUE,FALSE,,,,nc:RelativeLocationDirectionText
im,RelativeLocationDistanceMeasure,nc:MeasureType,A measure of the distance from the location relative to a starting point.,,TRUE,FALSE,,,,im:RelativeLocationDistanceMeasure
nc,RelativeLocationDistanceText,nc:TextType,A distance of a location from a starting point.,,TRUE,FALSE,,1 mile,,nc:RelativeLocationDistanceText
nc,RelativeLocationHeadingValue,nc:RelativeLocationHeadingType,A heading of a direction from a starting point.,,TRUE,FALSE,,,,nc:RelativeLocationHeadingValue
cbrn,RelativeLocationInclinationValue,cbrn:Angle90Type,"A vertical bearing angle with respect to the horizontal plane from a reference point (Origin) to an object (i.e., instrument, detector, or item) or a nuclide.  Its value is the angle subtended by a straight line, running from the center of the reference point to the center of the object or nuclide, and a projection of that line onto the horizontal plane. The angle range is from ""-90.0"" to ""+90.0"" degrees. A value of zero implies the center of the object or nuclide is at the same altitude or elevation as the reference point; positive values imply the object or nuclide is higher than the reference point; negative values imply the object or nuclide is lower than the reference point.",,TRUE,FALSE,,,,cbrn:RelativeLocationInclinationValue
nc,RelativeLocationReferencePoint,nc:LocationType,A starting point used as a basis to determine the location of another point.,,TRUE,FALSE,,,"Can include details about the name, address, contact information, type, and other information of the starting point if it aids in determing the location of another point.",nc:RelativeLocationReferencePoint
cyfs,RelativePlacementResourcesDescriptionText,nc:TextType,A description of the relatives of a child or youth who might be available and able to provide some care.,,TRUE,FALSE,,,,cyfs:RelativePlacementResourcesDescriptionText
nc,Release,nc:ReleaseType,"A freeing or discharge of someone or something from an activity, supervision, or obligation.",,TRUE,FALSE,,,,nc:Release
nc,ReleaseAugmentationPoint,,An augmentation point for ReleaseType.,,TRUE,TRUE,,,,nc:ReleaseAugmentationPoint
im,ReleaseConditionText,nc:TextType,A field indicating the condition of the detainees release from custody.,,TRUE,FALSE,,,,im:ReleaseConditionText
nc,ReleaseDate,nc:DateType,A date the information was first released for dissemination.,,TRUE,FALSE,,,,nc:ReleaseDate
nc,ReleaseFromLocation,nc:LocationType,A location from which someone or something is released.,,TRUE,FALSE,,,,nc:ReleaseFromLocation
nc,ReleaseIssuer,nc:EntityType,An entity that authorizes a release.,,TRUE,FALSE,,,,nc:ReleaseIssuer
nc,ReleaseItem,nc:ItemType,An item that is released from holding.,,TRUE,FALSE,,,,nc:ReleaseItem
nc,ReleasePerson,nc:PersonType,A person who is released from confinement or an obligation.,,TRUE,FALSE,,,,nc:ReleasePerson
im,ReleaseReason,im:DetentionReleaseReasonType,A reason for the release of the alien from a detention facility.,,TRUE,FALSE,,,,im:ReleaseReason
scr,ReleaseReasonCategory,,A data concept for a kind of detention release reason.,,TRUE,TRUE,,,,scr:ReleaseReasonCategory
scr,ReleaseReasonCategoryCode,scr:DetentionReleaseReasonCategoryCodeType,A kind of detention release reason.,scr:ReleaseReasonCategory,TRUE,FALSE,,,,scr:ReleaseReasonCategoryCode
scr,ReleaseReasonCategoryDescriptionText,nc:TextType,A description of a kind of detention release reason.,,TRUE,FALSE,,"Voluntary Departure, Order of Supervisor, Escaped",,scr:ReleaseReasonCategoryDescriptionText
im,ReleaseReasonCode,im:DetentionReleaseReasonCodeType,A DETENTION REASON TYPE for the release of a detainee.,,TRUE,FALSE,,"VD=Voluntary Departure, OSUP=Order of Supervision, ESC=Escaped, PARO=Paroled",,im:ReleaseReasonCode
im,ReleaseReasonDescriptionText,nc:TextType,A description of the DETENTION REASON TYPE for the release of a detainee.,,TRUE,FALSE,,,,im:ReleaseReasonDescriptionText
nc,ReleaseRecipient,nc:EntityType,An entity which receives custody or supervisory authority over someone or something.,,TRUE,FALSE,,"probation official, half-way house",,nc:ReleaseRecipient
j,ReleaseResidenceIndicator,niem-xs:boolean,True if this location was a person's residence after they were released; false otherwise.,,TRUE,FALSE,,,,j:ReleaseResidenceIndicator
nc,ReleaseSupervisor,nc:EntityType,An entity responsible for overseeing the release of someone or something from custody.,,TRUE,FALSE,,,,nc:ReleaseSupervisor
nc,ReleaseToLocation,nc:LocationType,A location to which someone or something is released.,,TRUE,FALSE,,,,nc:ReleaseToLocation
nc,ReliabilityPercent,nc:PercentType,A value that indicates belief that content is accurate or trustworthy.,,TRUE,FALSE,,,,nc:ReliabilityPercent
scr,ReliefDate,nc:DateType,A date on which the alien receives relief from deportation.,,TRUE,FALSE,,,,scr:ReliefDate
j,Remark,nc:CommentType,An informal comment or observation.,,TRUE,FALSE,,,,j:Remark
cbrn,RemarksComplexObjectAugmentationPoint,,An augmentation point for cbrn:RemarksComplexObjectType.,,TRUE,TRUE,,,,cbrn:RemarksComplexObjectAugmentationPoint
cbrn,RemarkText,nc:TextType,A placeholder for comments intended to help the consumer of the data to understand better the information encapsulated by the parent element.,,TRUE,FALSE,,,,cbrn:RemarkText
cyfs,RemovalIndicator,niem-xs:boolean,True if the child was removed; false otherwise.,,TRUE,FALSE,,,,cyfs:RemovalIndicator
cyfs,RemovalMannerDescriptionText,nc:TextType,"A description of the manner of removal from home for current placement episode.  Examples include:  voluntary, court ordered, not yet determined.",,TRUE,FALSE,,,,cyfs:RemovalMannerDescriptionText
scr,RemovalOrderDate,nc:DateType,"A date on which the order of deportation, exclusion or removal was entered.",,TRUE,FALSE,,,,scr:RemovalOrderDate
cyfs,RemovalTransactionDate,nc:DateType,A date of the latest removal.,,TRUE,FALSE,,,,cyfs:RemovalTransactionDate
cbrn,Report,cbrn:ReportType,"A report provided on an unsolicited basis; ie, not in response to a request message (Pull), but by Push from the entity providing the report.",,TRUE,FALSE,,,,cbrn:Report
it,ReportableQuantityIndicator,niem-xs:boolean,True if the quantity of a hazardous material meets the standard that requires reporting; false otherwise.,,TRUE,FALSE,,,,it:ReportableQuantityIndicator
cbrn,ReportAugmentationPoint,,An augmentation point for cbrn:ReportType.,,TRUE,TRUE,,,,cbrn:ReportAugmentationPoint
cbrn,ReportDateTime,niem-xs:dateTime,A DateTime when a report was created.,,TRUE,FALSE,,,,cbrn:ReportDateTime
nc,ReportedDate,nc:DateType,"A date information was observed, measured, identified, or became known.",,TRUE,FALSE,,,,nc:ReportedDate
em,ReportingInstructionsText,nc:TextType,A name of the party that the requested item is to report to when they arrive at the incident.,,TRUE,FALSE,,,,em:ReportingInstructionsText
nc,ReportingOrganizationText,nc:TextType,"A name, identifier, or reference of an organization that provided the information.",,TRUE,FALSE,,,The reporting organization may be associated with the reporting person.,nc:ReportingOrganizationText
nc,ReportingPersonRoleText,nc:TextType,"A type, responsibility, or role of a person who provided the information.",,TRUE,FALSE,,,,nc:ReportingPersonRoleText
nc,ReportingPersonText,nc:TextType,"A name, identifier, or reference of a person who provided the information.",,TRUE,FALSE,,,,nc:ReportingPersonText
nc,RepositoryID,niem-xs:string,An identifier assigned to the repository from which the information originated.,,TRUE,FALSE,,,,nc:RepositoryID
cyfs,RepresentationAppointmentCategory,,A data concept for describing an appointed legal representative's relationship to a client''s other counsel.,,TRUE,TRUE,,,,cyfs:RepresentationAppointmentCategory
im,RequestDecisionDate,nc:DateType,A date on which an adjudication decision was recorded for the alien student request.,,TRUE,FALSE,,,,im:RequestDecisionDate
im,RequestedDeportationDate,nc:DateType,A date on which the alien needs to be removed from the United States based on the removal order.,,TRUE,FALSE,,,,im:RequestedDeportationDate
cbrn,RequestID,niem-xs:string,A unique identifier of a request.  There is no required format for the Identifier value.,,TRUE,FALSE,,,,cbrn:RequestID
em,RequestResponse,em:RequestResponseType,"A name for the response message container specific to: Resource, Resource Message, ResourceMessageType and this response can be an acceptance , declination or a return request pertaining to a specific message.",,TRUE,FALSE,,,,em:RequestResponse
em,RequestResponseAugmentationPoint,,An augmentation point for RequestResponseType.,,TRUE,TRUE,,,,em:RequestResponseAugmentationPoint
cbrn,RequestScopeCode,cbrncl:RequestScopeCodeType,A description of the requests scope.,,TRUE,FALSE,,,,cbrn:RequestScopeCode
im,RequestStatus,im:RequestStatusType,A status of a request made by an alien student.,,TRUE,FALSE,,"approve, deny, cancel",,im:RequestStatus
im,RequestStatusAugmentationPoint,,An augmentation point for RequestStatusType.,,TRUE,TRUE,,,,im:RequestStatusAugmentationPoint
im,RequestStatusCategoryText,nc:TextType,A kind of description of status related to an alien student request.,,TRUE,FALSE,,,,im:RequestStatusCategoryText
cbrn,RequestUpdateIndicator,niem-xs:boolean,True if the request is an update to the request identified by RequestIdentifier; false if the request is new.,,TRUE,FALSE,,,,cbrn:RequestUpdateIndicator
cyfs,RequiredParty,cyfs:RequiredPartyType,A person who is required  to be present at the next court event.,,TRUE,FALSE,,,,cyfs:RequiredParty
cyfs,RequiredPartyAugmentationPoint,,An augmentation point for RequiredPartyType.,,TRUE,TRUE,,,,cyfs:RequiredPartyAugmentationPoint
m,RequiresTemperatureControlledStorageIndicator,niem-xs:boolean,True if temperature controlled storage is required; false otherwise.,,TRUE,FALSE,,,,m:RequiresTemperatureControlledStorageIndicator
cbrn,ResendRequestIndicator,niem-xs:boolean,True if the message should be resent; false otherwise.,,TRUE,FALSE,,,,cbrn:ResendRequestIndicator
j,ResidenceAssociationAugmentation,j:PersonResidenceAssociationAugmentationType,Additional information about a ResidenceAssociation.,nc:PersonResidenceAssociationAugmentationPoint,TRUE,FALSE,,,,j:ResidenceAssociationAugmentation
nc,ResidenceDescriptionText,nc:TextType,A general description of a place in which a person lives.,,TRUE,FALSE,,,,nc:ResidenceDescriptionText
nc,ResidenceOccupancyCategoryText,nc:TextType,A kind of occupancy of a residence.,,TRUE,FALSE,,,,nc:ResidenceOccupancyCategoryText
nc,ResidencePaymentAmount,nc:AmountType,An amount of money a person pays each payment period to live at a residence.,,TRUE,FALSE,,,,nc:ResidencePaymentAmount
nc,ResidencePaymentPeriodText,nc:TextType,An interval or period for which a person is required to make regular residence payments.,,TRUE,FALSE,,,,nc:ResidencePaymentPeriodText
nc,ResidentialFacility,nc:FacilityType,A structure in which a person lives.,,TRUE,FALSE,,,,nc:ResidentialFacility
im,ResidentReasonDescriptionText,nc:TextType,A description of the reason why a Person is considered a Resident.,,TRUE,FALSE,,,,im:ResidentReasonDescriptionText
im,ResidentRole,im:ResidentRoleType,A person who resides in a particular place permanently or for an extended period,im:PersonCountryRole,TRUE,FALSE,,,,im:ResidentRole
